word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thank_you_.started,text_3.started,text_3.stopped,thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.012760400015395135,0.027228399994783103,1.0132583999657072,,,,,,,,,,,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,red,C,r,0,0,0,r,1,0.47801040002377704,None,0,0,0,0,1.0435864999890327,,,,,1.0273594000027515,1.0435864999890327,1.5108043000218458,1.5108043000218458,1.5108043000218458,2.0099864999647252,r,1,0.47801040002377704,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,blue,I,b,1,1,0,b,1,0.3800498999771662,None,0,1,1,1,2.026905999984592,,,,,2.011282499996014,2.026905999984592,2.51059229997918,2.51059229997918,2.51059229997918,2.899433600017801,b,1,0.3800498999771662,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,blue,C,b,2,2,0,b,1,0.5499890000210144,None,0,2,2,3,2.9105120999738574,,,,,2.9051256999955513,2.9105120999738574,3.4108018999686465,3.4108018999686465,3.4108018999686465,3.9664219999685884,b,1,0.5499890000210144,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,red,I,r,3,3,0,r,1,0.4608559000189416,None,0,3,3,2,3.9767259000218473,,,,,3.967204499989748,3.9767259000218473,4.477368399966508,4.477368399966508,4.477368399966508,4.946426999988034,r,1,0.4608559000189416,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,red,I,r,4,0,1,r,1,0.4166580999735743,None,1,0,4,2,4.960575199977029,,,,,4.946752400021069,4.960575199977029,5.460344499966595,5.460344499966595,5.460344499966595,5.883367799979169,r,1,0.4166580999735743,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,red,C,r,5,1,1,r,1,0.6114164000027813,None,1,1,5,0,5.8940756999654695,,,,,5.886668999970425,5.8940756999654695,6.394098899967503,6.394098899967503,6.394098899967503,7.013252699980512,r,1,0.6114164000027813,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,blue,I,b,6,2,1,b,1,0.4990321000223048,None,1,2,6,1,7.026886900013778,,,,,7.013609999965411,7.026886900013778,7.52764709998155,7.52764709998155,7.52764709998155,8.030720399983693,b,1,0.4990321000223048,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,blue,C,b,7,3,1,b,1,0.413367000001017,None,1,3,7,3,8.043811000010464,,,,,8.033352700003888,8.043811000010464,8.544733499991708,8.544733499991708,8.544733499991708,8.966069600021001,b,1,0.413367000001017,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,blue,C,b,8,0,2,r,0,0.415711099980399,None,2,0,8,3,8.977356999996118,,,,,8.966795600019395,8.977356999996118,9.47720979998121,9.47720979998121,9.47720979998121,9.900089000002481,r,0,0.415711099980399,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
