word,colour,stim_condition,correct_res,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,ins.started,text_2.started,ins.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thank_you_.started,text_3.started,text_3.stopped,thank_you_.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
RED,red,C,r,9,1,2,r,1,0.9655853000003844,None,2,1,9,0,9.910494900017511,,,,,9.9041864000028,9.910494900017511,10.411088399996515,10.411088399996515,10.411088399996515,11.38437599997269,r,1,0.9655853000003844,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,red,I,r,10,2,2,b,0,0.7392308000125922,None,2,2,10,2,11.39402040001005,,,,,11.388458999979775,11.39402040001005,11.893463200016413,11.893463200016413,11.893463200016413,12.647108200006187,b,0,0.7392308000125922,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,blue,I,b,11,3,2,r,0,1.0166905999649316,None,2,3,11,1,12.660620899987407,,,,,12.649588499974925,12.660620899987407,13.160566899983678,13.160566899983678,13.160566899983678,14.183540500001982,r,0,1.0166905999649316,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,red,I,r,12,0,3,r,1,0.8729997000191361,None,3,0,12,2,14.194006300007459,,,,,14.18807440000819,14.194006300007459,14.693910099973436,14.693910099973436,14.693910099973436,15.580795899964869,r,1,0.8729997000191361,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,blue,I,b,13,1,3,b,1,1.0594132000114769,None,3,1,13,1,15.593622000014875,,,,,15.583286900015082,15.593622000014875,16.094147700001486,16.094147700001486,16.094147700001486,17.164874500012957,b,1,1.0594132000114769,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,blue,C,b,14,2,3,b,1,1.2264807000174187,None,3,2,14,3,17.177262899989728,,,,,17.167767199978698,17.177262899989728,17.677324399992358,17.677324399992358,17.677324399992358,18.916511699964758,b,1,1.2264807000174187,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,red,C,r,15,3,3,r,1,0.6460116000380367,None,3,3,15,0,18.927424900000915,,,,,18.920723300019745,18.927424900000915,19.42737579997629,19.42737579997629,19.42737579997629,20.082066699978895,r,1,0.6460116000380367,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,red,C,r,16,0,4,r,1,0.7397098999936134,None,4,0,16,0,20.09442219999619,,,,,20.082861299975775,20.09442219999619,20.594512199983,20.594512199983,20.594512199983,21.349331600009464,r,1,0.7397098999936134,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,red,I,r,17,1,4,r,1,0.7807530999998562,None,4,1,17,2,21.362259100016672,,,,,21.353641499998048,21.362259100016672,21.860901099978946,21.860901099978946,21.860901099978946,22.647513300005812,r,1,0.7807530999998562,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
BLUE,blue,C,b,18,2,4,b,1,0.7780733999679796,None,4,2,18,3,22.66088589996798,,,,,22.648207299993373,22.66088589996798,23.160524300008547,23.160524300008547,23.160524300008547,23.950578699994367,b,1,0.7780733999679796,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
RED,blue,I,b,19,3,4,b,1,0.46572660002857447,None,4,3,19,1,23.960348099994007,,,,,23.954507599992212,23.960348099994007,24.460273000004236,24.460273000004236,24.460273000004236,24.93457889999263,b,1,0.46572660002857447,None,,,,,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.934792199986987,24.94453540001996,25.94446530001005,25.933055699977558,2,001,2025-08-26_10h00.37.623,Stroop task,,2025.1.1,60.019650422470654,2025-08-26 10h00.44.372118 +0530,
