delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.4,1000,exp,313,1,26,space,0.4546882000286132,None,,1,[0.5283774000126868],[0.5283909999998286],26,1,313,10,1372.3487317999825,,1372.3332473000046,1372.3487317999825,1373.3486723999958,1373.3486723999958,1373.3486723999958,1373.8158735000761,space,0.4546882000286132,None,1373.8167954999954,1374.215384066749,1374.5213006000267,1374.5090955999913,1374.5097280000336,1374.5213006000267,1374.5213006000267,1374.5213006000267,1375.0501338000176,,1,[0.5283774000126868],[0.5283909999998286],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.4,1000,exp,314,2,26,space,2.275432899943553,None,500,1,[1.4334285999648273],[1.433434599894099],26,2,314,7,1375.0653001000173,,1375.0506327999756,1375.0653001000173,1376.0649841000559,1376.0649841000559,1376.0649841000559,1378.3487190000014,space,2.275432899943553,None,1378.3492629000684,1378.7480533667297,1379.0489081999986,1379.041230999981,1379.0416291999863,1379.0489081999986,1379.0489081999986,1379.0489081999986,1380.4825971000828,500,1,[1.4334285999648273],[1.433434599894099],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.1,1000,exp,315,3,26,space,0.48332270001992583,None,400,1,[1.3727237000130117],[1.3727297000586987],26,3,315,9,1380.4983513000188,,1380.4828069000505,1380.4983513000188,1381.4980656000553,1381.4980656000553,1381.4980656000553,1381.9819759000093,space,0.48332270001992583,None,1381.9826300999848,1382.0816273666608,1382.3934088000096,1382.3817489000503,1382.3824826000491,1382.3934088000096,1382.3934088000096,1382.3934088000096,1383.7664102000417,400,1,[1.3727237000130117],[1.3727297000586987],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.7,1000,exp,316,4,26,space,0.25612190004903823,None,300,1,[1.5443262999178842],[1.544337400002405],26,4,316,8,1383.7817021000665,,1383.7666089000413,1383.7817021000665,1384.781594100059,1384.781594100059,1384.781594100059,1385.0493597000604,space,0.25612190004903823,None,1385.050436999998,1385.7649617667232,1386.0717772999778,1386.0601652000332,1386.0607229999732,1386.0717772999778,1386.0717772999778,1386.0717772999778,1387.6165114999749,300,1,[1.5443262999178842],[1.544337400002405],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.1,1000,exp,317,5,26,space,0.2666405999334529,None,200,1,[0.9920927999773994],[0.9921036999439821],26,5,317,6,1387.632013100083,,1387.6171927000396,1387.632013100083,1388.6316136000678,1388.6316136000678,1388.6316136000678,1388.8987926000264,space,0.2666405999334529,None,1388.8994655000279,1388.9982600666738,1389.307068800088,1389.2943714000285,1389.2949335000012,1389.307068800088,1389.307068800088,1389.307068800088,1390.2995348999975,200,1,[0.9920927999773994],[0.9921036999439821],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.7,1000,exp,318,6,26,space,0.2609565999591723,None,300,1,[1.2082191000226885],[1.208230199990794],26,6,318,5,1390.3148723000195,,1390.2998367000837,1390.3148723000195,1391.2986251000548,1391.2986251000548,1391.3150236000074,1391.5657083999831,space,0.2609565999591723,None,1391.5668046000646,1392.2652839667319,1392.5742424000055,1392.5601340000285,1392.5609671000857,1392.5742424000055,1392.5742424000055,1392.5742424000055,1393.7828411000082,300,1,[1.2082191000226885],[1.208230199990794],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.1,400,unexp,319,7,26,space,0.26569749996997416,None,0,1,[1.4511988000012934],[1.45120789995417],26,7,319,0,1393.7984429000644,,1393.783156700083,1393.7984429000644,1394.7983696000883,1394.7983696000883,1394.7983696000883,1395.0661777000641,space,0.26569749996997416,None,1395.0672984999837,1395.1815549666683,1395.497780899983,1395.4815430999734,1395.4821437000064,1395.497780899983,1395.497780899983,1395.497780899983,1396.9493411000585,0,1,[1.4511988000012934],[1.45120789995417],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.4,1000,exp,320,8,26,space,0.2425669999793172,None,100,1,[0.9882379999617115],[0.9882455000188202],26,8,320,4,1396.9647859000834,,1396.9495924999937,1396.9647859000834,1397.9650556000415,1397.9650556000415,1397.9650556000415,1398.2159990000073,space,0.2425669999793172,None,1398.2172020000871,1398.6152857667223,1398.9279365000548,1398.9120292000007,1398.912628900027,1398.9279365000548,1398.9279365000548,1398.9279365000548,1399.916702000075,100,1,[0.9882379999617115],[0.9882455000188202],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.7,1000,exp,321,9,26,space,0.23845730000175536,None,400,1,[1.8553919000551105],[1.8554009000072256],26,9,321,11,1399.9315199999837,,1399.9171578000532,1399.9315199999837,1400.9314300999977,1400.9314300999977,1400.9314300999977,1401.181774900062,space,0.23845730000175536,None,1401.1822711999994,1401.8818588667239,1402.1935304000508,1402.180214000051,1402.1808340999996,1402.1935304000508,1402.1935304000508,1402.1935304000508,1404.0492173000239,400,1,[1.8553919000551105],[1.8554009000072256],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.1,1000,exp,322,10,26,space,0.25029329990502447,None,400,1,[1.3295131999766454],[1.3295192000223324],26,10,322,3,1404.0648915000493,,1404.049516200088,1404.0648915000493,1405.0650304000592,1405.0650304000592,1405.0650304000592,1405.3320246000076,space,0.25029329990502447,None,1405.332860500086,1405.4315441667025,1405.7520974000217,1405.7351923000533,1405.7357572000474,1405.7520974000217,1405.7520974000217,1405.7520974000217,1407.0818819000851,400,1,[1.3295131999766454],[1.3295192000223324],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.4,400,unexp,323,11,26,space,0.09245090000331402,None,0,1,[1.622136100078933],[1.6221456000348553],26,11,323,1,1407.097729900037,,1407.0820536999963,1407.097729900037,1408.0816381999757,1408.0816381999757,1408.098394199973,1408.1818969000597,space,0.09245090000331402,None,1408.1825607999926,1408.5816609666838,1408.8935858000768,1408.8822174000088,1408.8827476999722,1408.8935858000768,1408.8935858000768,1408.8935858000768,1410.5160186000867,0,1,[1.622136100078933],[1.6221456000348553],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.1,400,unexp,324,0,27,space,0.24364799994509667,None,0,1,[1.3175510000437498],[1.3175608000019565],27,0,324,0,1410.5312924999744,,1410.516279399977,1410.5312924999744,1411.531622300041,1411.531622300041,1411.531622300041,1411.7823203000007,space,0.24364799994509667,None,1411.7834509999957,1411.8978653667184,1412.1979122000048,1412.1879442000063,1412.1882945999969,1412.1979122000048,1412.1979122000048,1412.1979122000048,1413.5157563000685,0,1,[1.3175510000437498],[1.3175608000019565],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.7,1000,exp,325,1,27,space,0.23355160001665354,None,100,1,[1.1386020999634638],[1.1386123000411317],27,1,325,11,1413.5309850000776,,1413.5160206999863,1413.5309850000776,1414.514956100029,1414.514956100029,1414.5313524000812,1414.749596000067,space,0.23355160001665354,None,1414.7506942000473,1415.464962866685,1415.7773519000039,1415.7627189999912,1415.7636459000641,1415.7773519000039,1415.7773519000039,1415.7773519000039,1416.9164171000011,100,1,[1.1386020999634638],[1.1386123000411317],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.7,400,unexp,326,2,27,space,0.376274700043723,None,700,1,[1.157175299944356],[1.1571807999862358],27,2,326,2,1416.931503299973,,1416.9168564000865,1416.931503299973,1417.9316660000477,1417.9316660000477,1417.9316660000477,1418.3153370000655,space,0.376274700043723,None,1418.3162981000496,1419.0149607667156,1419.324681899976,1419.3095955000026,1419.3101975000463,1419.324681899976,1419.324681899976,1419.324681899976,1420.4820998000214,700,1,[1.157175299944356],[1.1571807999862358],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.1,1000,exp,327,3,27,space,0.25320190005004406,None,100,1,[1.3249202000442892],[1.324928699992597],27,3,327,9,1420.498510500067,,1420.4822940999875,1420.498510500067,1421.481532900012,1421.481532900012,1421.497930200072,1421.7488414000254,space,0.25320190005004406,None,1421.7497459000442,1421.8481118666862,1422.1571323000826,1422.1423398000188,1422.142987600062,1422.1571323000826,1422.1571323000826,1422.1571323000826,1423.4823515000753,100,1,[1.3249202000442892],[1.324928699992597],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.4,1000,exp,328,4,27,space,0.23986430000513792,None,100,1,[1.0346206000540406],[1.0346302000107244],27,4,328,10,1423.4979459000751,,1423.4826589000877,1423.4979459000751,1424.4815209000371,1424.4815209000371,1424.4983257000567,1424.732117000036,space,0.23986430000513792,None,1424.732977500069,1425.1314794667453,1425.447232000064,1425.433657100075,1425.4342632000335,1425.447232000064,1425.447232000064,1425.447232000064,1426.4821391000878,100,1,[1.0346206000540406],[1.0346302000107244],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
0.4,1000,exp,329,5,27,space,0.2427958999760449,None,100,1,[2.1584134000586346],[2.1584261000389233],27,5,329,7,1426.4985041000182,,1426.4823966000695,1426.4985041000182,1427.48145750002,1427.48145750002,1427.4982772000367,1427.732265300001,space,0.2427958999760449,None,1427.733395599993,1428.1477603667338,1428.4582110000774,1428.4461152000586,1428.4466987000778,1428.4582110000774,1428.4582110000774,1428.4582110000774,1430.617011400056,100,1,[2.1584134000586346],[2.1584261000389233],aj_1,001,2025-11-13_23h00.12.150,intentional_binding,,2025.1.1,59.906856848985115,2025-11-13 23h00.19.340553 +0530,
